Weekend,Pickup_hour,Pickup_minute,Zone,Number_trips
FALSE,6,10,Governor's Island/Ellis Island/Liberty Island,0
FALSE,6,20,Gramercy,1454
FALSE,6,20,Upper East Side South,1607
FALSE,6,20,Flatiron,1500
FALSE,6,20,Meatpacking/West Village West,298
FALSE,6,20,UN/Turtle Bay South,700
FALSE,6,20,East Village,1041
FALSE,6,20,Garment District,3455
FALSE,6,20,East Harlem North,695
FALSE,6,20,TriBeCa/Civic Center,604
FALSE,6,20,Times Sq/Theatre District,1670
FALSE,6,20,Lincoln Square East,1618
FALSE,6,20,Midtown Center,1091
FALSE,6,20,Hudson Sq,235
FALSE,6,20,Upper East Side North,1917
FALSE,6,20,Greenwich Village North,699
FALSE,6,20,West Village,1260
FALSE,6,20,East Harlem South,866
FALSE,6,20,Lower East Side,280
FALSE,6,20,Union Sq,574
FALSE,6,20,Upper West Side South,935
FALSE,6,20,Lincoln Square West,493
FALSE,6,20,Murray Hill,2033
FALSE,6,20,Midtown East,1003
FALSE,6,20,Manhattan Valley,387
FALSE,6,20,Central Harlem,569
FALSE,6,20,SoHo,214
FALSE,6,20,Central Harlem North,283
FALSE,6,20,West Chelsea/Hudson Yards,203
FALSE,6,20,Hamilton Heights,205
FALSE,6,20,Little Italy/NoLiTa,141
FALSE,6,20,Greenwich Village South,283
FALSE,6,20,East Chelsea,760
FALSE,6,20,Sutton Place/Turtle Bay North,900
FALSE,6,20,Clinton West,399
FALSE,6,20,Two Bridges/Seward Park,26
FALSE,6,20,Stuy Town/Peter Cooper Village,307
FALSE,6,20,Yorkville East,866
FALSE,6,20,Kips Bay,580
FALSE,6,20,Clinton East,1857
FALSE,6,20,Morningside Heights,308
FALSE,6,20,Penn Station/Madison Sq West,5633
FALSE,6,20,World Trade Center,74
FALSE,6,20,Midtown South,808
FALSE,6,20,Manhattanville,127
FALSE,6,20,Yorkville West,1138
FALSE,6,20,Lenox Hill West,1512
FALSE,6,20,Lenox Hill East,691
FALSE,6,20,Washington Heights South,175
FALSE,6,20,Midtown North,399
FALSE,6,20,Upper West Side North,943
FALSE,6,20,Washington Heights North,85
FALSE,6,20,Financial District North,350
FALSE,6,20,Inwood,24
FALSE,6,20,Alphabet City,151
FALSE,6,20,Battery Park City,424
FALSE,6,20,Bloomingdale,76
FALSE,6,20,Chinatown,7
FALSE,6,20,Financial District South,71
FALSE,6,20,Seaport,36
FALSE,6,20,Inwood Hill Park,3
FALSE,6,20,Roosevelt Island,0
FALSE,6,20,Central Park,4
FALSE,6,20,Battery Park,2
FALSE,6,20,Marble Hill,4
FALSE,6,20,Randalls Island,0
FALSE,6,20,Highbridge Park,0
FALSE,6,20,Governor's Island/Ellis Island/Liberty Island,0
FALSE,6,30,Gramercy,1623
FALSE,6,30,Upper East Side South,1873
FALSE,6,30,Flatiron,1635
FALSE,6,30,Meatpacking/West Village West,308
FALSE,6,30,UN/Turtle Bay South,722
FALSE,6,30,East Village,1175
FALSE,6,30,Garment District,3483
FALSE,6,30,East Harlem North,736
FALSE,6,30,TriBeCa/Civic Center,743
FALSE,6,30,Times Sq/Theatre District,1788
FALSE,6,30,Lincoln Square East,1826
FALSE,6,30,Midtown Center,1204
FALSE,6,30,Hudson Sq,259
FALSE,6,30,Upper East Side North,2241
FALSE,6,30,Greenwich Village North,838
FALSE,6,30,West Village,1374
FALSE,6,30,East Harlem South,957
FALSE,6,30,Lower East Side,301
FALSE,6,30,Union Sq,581
FALSE,6,30,Upper West Side South,1040
FALSE,6,30,Lincoln Square West,644
FALSE,6,30,Murray Hill,2390
FALSE,6,30,Midtown East,1038
FALSE,6,30,Manhattan Valley,477
FALSE,6,30,Central Harlem,550
FALSE,6,30,SoHo,160
FALSE,6,30,Central Harlem North,325
FALSE,6,30,West Chelsea/Hudson Yards,244
FALSE,6,30,Hamilton Heights,191
FALSE,6,30,Little Italy/NoLiTa,206
FALSE,6,30,Greenwich Village South,292
FALSE,6,30,East Chelsea,737
FALSE,6,30,Sutton Place/Turtle Bay North,1070
FALSE,6,30,Clinton West,359
FALSE,6,30,Two Bridges/Seward Park,19
FALSE,6,30,Stuy Town/Peter Cooper Village,276
FALSE,6,30,Yorkville East,983
FALSE,6,30,Kips Bay,604
FALSE,6,30,Clinton East,1887
FALSE,6,30,Morningside Heights,298
FALSE,6,30,Penn Station/Madison Sq West,4217
FALSE,6,30,World Trade Center,103
FALSE,6,30,Midtown South,823
FALSE,6,30,Manhattanville,133
FALSE,6,30,Yorkville West,1335
FALSE,6,30,Lenox Hill West,1573
FALSE,6,30,Lenox Hill East,812
FALSE,6,30,Washington Heights South,215
FALSE,6,30,Midtown North,448
FALSE,6,30,Upper West Side North,1077
FALSE,6,30,Washington Heights North,57
FALSE,6,30,Financial District North,331
FALSE,6,30,Inwood,35
FALSE,6,30,Alphabet City,131
FALSE,6,30,Battery Park City,514
FALSE,6,30,Bloomingdale,111
FALSE,6,30,Chinatown,7
FALSE,6,30,Financial District South,149
FALSE,6,30,Seaport,34
FALSE,6,30,Inwood Hill Park,1
FALSE,6,30,Roosevelt Island,5
FALSE,6,30,Central Park,5
FALSE,6,30,Battery Park,5
FALSE,6,30,Marble Hill,2
FALSE,6,30,Randalls Island,1
FALSE,6,30,Highbridge Park,0
FALSE,6,30,Governor's Island/Ellis Island/Liberty Island,0
FALSE,6,40,Gramercy,1763
FALSE,6,40,Upper East Side South,2429
FALSE,6,40,Flatiron,2107
FALSE,6,40,Meatpacking/West Village West,445
FALSE,6,40,UN/Turtle Bay South,846
FALSE,6,40,East Village,1223
FALSE,6,40,Garment District,3196
FALSE,6,40,East Harlem North,731
FALSE,6,40,TriBeCa/Civic Center,813
FALSE,6,40,Times Sq/Theatre District,1908
FALSE,6,40,Lincoln Square East,2093
FALSE,6,40,Midtown Center,1644
FALSE,6,40,Hudson Sq,301
FALSE,6,40,Upper East Side North,2557
FALSE,6,40,Greenwich Village North,895
FALSE,6,40,West Village,1332
FALSE,6,40,East Harlem South,924
FALSE,6,40,Lower East Side,338
FALSE,6,40,Union Sq,648
FALSE,6,40,Upper West Side South,1103
FALSE,6,40,Lincoln Square West,746
FALSE,6,40,Murray Hill,2756
FALSE,6,40,Midtown East,1535
FALSE,6,40,Manhattan Valley,451
FALSE,6,40,Central Harlem,688
FALSE,6,40,SoHo,198
FALSE,6,40,Central Harlem North,309
FALSE,6,40,West Chelsea/Hudson Yards,275
FALSE,6,40,Hamilton Heights,205
FALSE,6,40,Little Italy/NoLiTa,226
FALSE,6,40,Greenwich Village South,393
FALSE,6,40,East Chelsea,888
FALSE,6,40,Sutton Place/Turtle Bay North,1143
FALSE,6,40,Clinton West,439
FALSE,6,40,Two Bridges/Seward Park,16
FALSE,6,40,Stuy Town/Peter Cooper Village,278
FALSE,6,40,Yorkville East,1145
FALSE,6,40,Kips Bay,657
FALSE,6,40,Clinton East,1868
FALSE,6,40,Morningside Heights,313
FALSE,6,40,Penn Station/Madison Sq West,4591
FALSE,6,40,World Trade Center,138
FALSE,6,40,Midtown South,951
FALSE,6,40,Manhattanville,149
FALSE,6,40,Yorkville West,1428
FALSE,6,40,Lenox Hill West,1719
FALSE,6,40,Lenox Hill East,917
FALSE,6,40,Washington Heights South,185
FALSE,6,40,Midtown North,494
FALSE,6,40,Upper West Side North,1152
FALSE,6,40,Washington Heights North,68
FALSE,6,40,Financial District North,422
FALSE,6,40,Inwood,30
FALSE,6,40,Alphabet City,119
FALSE,6,40,Battery Park City,587
FALSE,6,40,Bloomingdale,73
FALSE,6,40,Chinatown,17
FALSE,6,40,Financial District South,72
FALSE,6,40,Seaport,25
FALSE,6,40,Inwood Hill Park,2
FALSE,6,40,Roosevelt Island,5
FALSE,6,40,Central Park,8
FALSE,6,40,Battery Park,4
FALSE,6,40,Marble Hill,2
FALSE,6,40,Randalls Island,3
FALSE,6,40,Highbridge Park,0
FALSE,6,40,Governor's Island/Ellis Island/Liberty Island,0
FALSE,6,50,Gramercy,1826
FALSE,6,50,Upper East Side South,2766
FALSE,6,50,Flatiron,1887
FALSE,6,50,Meatpacking/West Village West,403
FALSE,6,50,UN/Turtle Bay South,883
FALSE,6,50,East Village,1104
FALSE,6,50,Garment District,2971
FALSE,6,50,East Harlem North,846
FALSE,6,50,TriBeCa/Civic Center,971
FALSE,6,50,Times Sq/Theatre District,1874
FALSE,6,50,Lincoln Square East,2180
FALSE,6,50,Midtown Center,1341
FALSE,6,50,Hudson Sq,380
FALSE,6,50,Upper East Side North,2639
FALSE,6,50,Greenwich Village North,933
FALSE,6,50,West Village,1324
FALSE,6,50,East Harlem South,970
FALSE,6,50,Lower East Side,377
FALSE,6,50,Union Sq,768
FALSE,6,50,Upper West Side South,1140
FALSE,6,50,Lincoln Square West,648
FALSE,6,50,Murray Hill,2709
FALSE,6,50,Midtown East,1292
FALSE,6,50,Manhattan Valley,474
FALSE,6,50,Central Harlem,703
FALSE,6,50,SoHo,264
FALSE,6,50,Central Harlem North,309
FALSE,6,50,West Chelsea/Hudson Yards,352
FALSE,6,50,Hamilton Heights,199
FALSE,6,50,Little Italy/NoLiTa,223
FALSE,6,50,Greenwich Village South,371
FALSE,6,50,East Chelsea,885
FALSE,6,50,Sutton Place/Turtle Bay North,1244
FALSE,6,50,Clinton West,473
FALSE,6,50,Two Bridges/Seward Park,21
FALSE,6,50,Stuy Town/Peter Cooper Village,228
FALSE,6,50,Yorkville East,1290
FALSE,6,50,Kips Bay,719
FALSE,6,50,Clinton East,1528
FALSE,6,50,Morningside Heights,393
FALSE,6,50,Penn Station/Madison Sq West,4429
FALSE,6,50,World Trade Center,114
FALSE,6,50,Midtown South,871
FALSE,6,50,Manhattanville,173
FALSE,6,50,Yorkville West,1444
FALSE,6,50,Lenox Hill West,1942
FALSE,6,50,Lenox Hill East,934
FALSE,6,50,Washington Heights South,210
FALSE,6,50,Midtown North,410
FALSE,6,50,Upper West Side North,1346
FALSE,6,50,Washington Heights North,99
FALSE,6,50,Financial District North,302
FALSE,6,50,Inwood,37
FALSE,6,50,Alphabet City,112
FALSE,6,50,Battery Park City,722
FALSE,6,50,Bloomingdale,107
FALSE,6,50,Chinatown,9
FALSE,6,50,Financial District South,107
FALSE,6,50,Seaport,26
FALSE,6,50,Inwood Hill Park,4
FALSE,6,50,Roosevelt Island,1
FALSE,6,50,Central Park,5
FALSE,6,50,Battery Park,2
FALSE,6,50,Marble Hill,2
FALSE,6,50,Randalls Island,1
FALSE,6,50,Highbridge Park,0
FALSE,6,50,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,0,Gramercy,1728
FALSE,7,0,Upper East Side South,2492
FALSE,7,0,Flatiron,1903
FALSE,7,0,Meatpacking/West Village West,403
FALSE,7,0,UN/Turtle Bay South,1152
FALSE,7,0,East Village,991
FALSE,7,0,Garment District,3085
FALSE,7,0,East Harlem North,757
FALSE,7,0,TriBeCa/Civic Center,872
FALSE,7,0,Times Sq/Theatre District,1771
FALSE,7,0,Lincoln Square East,2214
FALSE,7,0,Midtown Center,1519
FALSE,7,0,Hudson Sq,411
FALSE,7,0,Upper East Side North,2803
FALSE,7,0,Greenwich Village North,854
FALSE,7,0,West Village,1226
FALSE,7,0,East Harlem South,1000
FALSE,7,0,Lower East Side,331
FALSE,7,0,Union Sq,742
FALSE,7,0,Upper West Side South,1211
FALSE,7,0,Lincoln Square West,741
FALSE,7,0,Murray Hill,2622
FALSE,7,0,Midtown East,1468
FALSE,7,0,Manhattan Valley,497
FALSE,7,0,Central Harlem,707
FALSE,7,0,SoHo,220
FALSE,7,0,Central Harlem North,341
FALSE,7,0,West Chelsea/Hudson Yards,336
FALSE,7,0,Hamilton Heights,215
FALSE,7,0,Little Italy/NoLiTa,232
FALSE,7,0,Greenwich Village South,322
FALSE,7,0,East Chelsea,757
FALSE,7,0,Sutton Place/Turtle Bay North,1326
FALSE,7,0,Clinton West,461
FALSE,7,0,Two Bridges/Seward Park,29
FALSE,7,0,Stuy Town/Peter Cooper Village,252
FALSE,7,0,Yorkville East,1177
FALSE,7,0,Kips Bay,878
FALSE,7,0,Clinton East,1544
FALSE,7,0,Morningside Heights,386
FALSE,7,0,Penn Station/Madison Sq West,4111
FALSE,7,0,World Trade Center,122
FALSE,7,0,Midtown South,1044
FALSE,7,0,Manhattanville,134
FALSE,7,0,Yorkville West,1377
FALSE,7,0,Lenox Hill West,1939
FALSE,7,0,Lenox Hill East,1053
FALSE,7,0,Washington Heights South,222
FALSE,7,0,Midtown North,430
FALSE,7,0,Upper West Side North,1327
FALSE,7,0,Washington Heights North,74
FALSE,7,0,Financial District North,296
FALSE,7,0,Inwood,40
FALSE,7,0,Alphabet City,121
FALSE,7,0,Battery Park City,716
FALSE,7,0,Bloomingdale,105
FALSE,7,0,Chinatown,10
FALSE,7,0,Financial District South,51
FALSE,7,0,Seaport,20
FALSE,7,0,Inwood Hill Park,5
FALSE,7,0,Roosevelt Island,1
FALSE,7,0,Central Park,8
FALSE,7,0,Battery Park,2
FALSE,7,0,Marble Hill,7
FALSE,7,0,Randalls Island,3
FALSE,7,0,Highbridge Park,0
FALSE,7,0,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,10,Gramercy,1699
FALSE,7,10,Upper East Side South,2695
FALSE,7,10,Flatiron,1891
FALSE,7,10,Meatpacking/West Village West,457
FALSE,7,10,UN/Turtle Bay South,899
FALSE,7,10,East Village,945
FALSE,7,10,Garment District,2703
FALSE,7,10,East Harlem North,875
FALSE,7,10,TriBeCa/Civic Center,793
FALSE,7,10,Times Sq/Theatre District,1694
FALSE,7,10,Lincoln Square East,2114
FALSE,7,10,Midtown Center,1762
FALSE,7,10,Hudson Sq,369
FALSE,7,10,Upper East Side North,2886
FALSE,7,10,Greenwich Village North,815
FALSE,7,10,West Village,1165
FALSE,7,10,East Harlem South,1011
FALSE,7,10,Lower East Side,317
FALSE,7,10,Union Sq,755
FALSE,7,10,Upper West Side South,1328
FALSE,7,10,Lincoln Square West,716
FALSE,7,10,Murray Hill,2803
FALSE,7,10,Midtown East,1427
FALSE,7,10,Manhattan Valley,653
FALSE,7,10,Central Harlem,789
FALSE,7,10,SoHo,242
FALSE,7,10,Central Harlem North,395
FALSE,7,10,West Chelsea/Hudson Yards,349
FALSE,7,10,Hamilton Heights,231
FALSE,7,10,Little Italy/NoLiTa,215
FALSE,7,10,Greenwich Village South,286
FALSE,7,10,East Chelsea,800
FALSE,7,10,Sutton Place/Turtle Bay North,1570
FALSE,7,10,Clinton West,522
FALSE,7,10,Two Bridges/Seward Park,18
FALSE,7,10,Stuy Town/Peter Cooper Village,292
FALSE,7,10,Yorkville East,1295
FALSE,7,10,Kips Bay,732
FALSE,7,10,Clinton East,1609
FALSE,7,10,Morningside Heights,514
FALSE,7,10,Penn Station/Madison Sq West,3917
FALSE,7,10,World Trade Center,113
FALSE,7,10,Midtown South,1042
FALSE,7,10,Manhattanville,176
FALSE,7,10,Yorkville West,1509
FALSE,7,10,Lenox Hill West,1943
FALSE,7,10,Lenox Hill East,1189
FALSE,7,10,Washington Heights South,195
FALSE,7,10,Midtown North,504
FALSE,7,10,Upper West Side North,1296
FALSE,7,10,Washington Heights North,116
FALSE,7,10,Financial District North,292
FALSE,7,10,Inwood,23
FALSE,7,10,Alphabet City,131
FALSE,7,10,Battery Park City,746
FALSE,7,10,Bloomingdale,123
FALSE,7,10,Chinatown,9
FALSE,7,10,Financial District South,93
FALSE,7,10,Seaport,18
FALSE,7,10,Inwood Hill Park,3
FALSE,7,10,Roosevelt Island,2
FALSE,7,10,Central Park,9
FALSE,7,10,Battery Park,3
FALSE,7,10,Marble Hill,4
FALSE,7,10,Randalls Island,3
FALSE,7,10,Highbridge Park,0
FALSE,7,10,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,20,Gramercy,1728
FALSE,7,20,Upper East Side South,3038
FALSE,7,20,Flatiron,1759
FALSE,7,20,Meatpacking/West Village West,420
FALSE,7,20,UN/Turtle Bay South,851
FALSE,7,20,East Village,1027
FALSE,7,20,Garment District,2474
FALSE,7,20,East Harlem North,952
FALSE,7,20,TriBeCa/Civic Center,749
FALSE,7,20,Times Sq/Theatre District,1740
FALSE,7,20,Lincoln Square East,2394
FALSE,7,20,Midtown Center,1510
FALSE,7,20,Hudson Sq,322
FALSE,7,20,Upper East Side North,3228
FALSE,7,20,Greenwich Village North,914
FALSE,7,20,West Village,1165
FALSE,7,20,East Harlem South,1146
FALSE,7,20,Lower East Side,325
FALSE,7,20,Union Sq,894
FALSE,7,20,Upper West Side South,1427
FALSE,7,20,Lincoln Square West,724
FALSE,7,20,Murray Hill,2751
FALSE,7,20,Midtown East,1431
FALSE,7,20,Manhattan Valley,590
FALSE,7,20,Central Harlem,931
FALSE,7,20,SoHo,247
FALSE,7,20,Central Harlem North,491
FALSE,7,20,West Chelsea/Hudson Yards,388
FALSE,7,20,Hamilton Heights,275
FALSE,7,20,Little Italy/NoLiTa,222
FALSE,7,20,Greenwich Village South,341
FALSE,7,20,East Chelsea,794
FALSE,7,20,Sutton Place/Turtle Bay North,1460
FALSE,7,20,Clinton West,576
FALSE,7,20,Two Bridges/Seward Park,24
FALSE,7,20,Stuy Town/Peter Cooper Village,261
FALSE,7,20,Yorkville East,1215
FALSE,7,20,Kips Bay,797
FALSE,7,20,Clinton East,1601
FALSE,7,20,Morningside Heights,509
FALSE,7,20,Penn Station/Madison Sq West,3616
FALSE,7,20,World Trade Center,124
FALSE,7,20,Midtown South,1127
FALSE,7,20,Manhattanville,185
FALSE,7,20,Yorkville West,1378
FALSE,7,20,Lenox Hill West,2034
FALSE,7,20,Lenox Hill East,1089
FALSE,7,20,Washington Heights South,244
FALSE,7,20,Midtown North,530
FALSE,7,20,Upper West Side North,1550
FALSE,7,20,Washington Heights North,125
FALSE,7,20,Financial District North,304
FALSE,7,20,Inwood,28
FALSE,7,20,Alphabet City,131
FALSE,7,20,Battery Park City,687
FALSE,7,20,Bloomingdale,118
FALSE,7,20,Chinatown,17
FALSE,7,20,Financial District South,74
FALSE,7,20,Seaport,16
FALSE,7,20,Inwood Hill Park,2
FALSE,7,20,Roosevelt Island,2
FALSE,7,20,Central Park,3
FALSE,7,20,Battery Park,4
FALSE,7,20,Marble Hill,3
FALSE,7,20,Randalls Island,2
FALSE,7,20,Highbridge Park,0
FALSE,7,20,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,30,Gramercy,1880
FALSE,7,30,Upper East Side South,3661
FALSE,7,30,Flatiron,1710
FALSE,7,30,Meatpacking/West Village West,443
FALSE,7,30,UN/Turtle Bay South,1061
FALSE,7,30,East Village,990
FALSE,7,30,Garment District,2120
FALSE,7,30,East Harlem North,1028
FALSE,7,30,TriBeCa/Civic Center,736
FALSE,7,30,Times Sq/Theatre District,1850
FALSE,7,30,Lincoln Square East,2548
FALSE,7,30,Midtown Center,1625
FALSE,7,30,Hudson Sq,404
FALSE,7,30,Upper East Side North,3297
FALSE,7,30,Greenwich Village North,930
FALSE,7,30,West Village,1133
FALSE,7,30,East Harlem South,1371
FALSE,7,30,Lower East Side,317
FALSE,7,30,Union Sq,862
FALSE,7,30,Upper West Side South,1483
FALSE,7,30,Lincoln Square West,673
FALSE,7,30,Murray Hill,2795
FALSE,7,30,Midtown East,1282
FALSE,7,30,Manhattan Valley,610
FALSE,7,30,Central Harlem,984
FALSE,7,30,SoHo,218
FALSE,7,30,Central Harlem North,519
FALSE,7,30,West Chelsea/Hudson Yards,428
FALSE,7,30,Hamilton Heights,343
FALSE,7,30,Little Italy/NoLiTa,229
FALSE,7,30,Greenwich Village South,358
FALSE,7,30,East Chelsea,762
FALSE,7,30,Sutton Place/Turtle Bay North,1655
FALSE,7,30,Clinton West,578
FALSE,7,30,Two Bridges/Seward Park,19
FALSE,7,30,Stuy Town/Peter Cooper Village,258
FALSE,7,30,Yorkville East,1158
FALSE,7,30,Kips Bay,739
FALSE,7,30,Clinton East,1452
FALSE,7,30,Morningside Heights,494
FALSE,7,30,Penn Station/Madison Sq West,3333
FALSE,7,30,World Trade Center,124
FALSE,7,30,Midtown South,1138
FALSE,7,30,Manhattanville,206
FALSE,7,30,Yorkville West,1297
FALSE,7,30,Lenox Hill West,2149
FALSE,7,30,Lenox Hill East,1185
FALSE,7,30,Washington Heights South,301
FALSE,7,30,Midtown North,572
FALSE,7,30,Upper West Side North,1601
FALSE,7,30,Washington Heights North,136
FALSE,7,30,Financial District North,277
FALSE,7,30,Inwood,50
FALSE,7,30,Alphabet City,146
FALSE,7,30,Battery Park City,638
FALSE,7,30,Bloomingdale,144
FALSE,7,30,Chinatown,13
FALSE,7,30,Financial District South,125
FALSE,7,30,Seaport,29
FALSE,7,30,Inwood Hill Park,4
FALSE,7,30,Roosevelt Island,6
FALSE,7,30,Central Park,17
FALSE,7,30,Battery Park,3
FALSE,7,30,Marble Hill,3
FALSE,7,30,Randalls Island,3
FALSE,7,30,Highbridge Park,0
FALSE,7,30,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,40,Gramercy,1845
FALSE,7,40,Upper East Side South,4151
FALSE,7,40,Flatiron,1712
FALSE,7,40,Meatpacking/West Village West,470
FALSE,7,40,UN/Turtle Bay South,1053
FALSE,7,40,East Village,918
FALSE,7,40,Garment District,2221
FALSE,7,40,East Harlem North,1011
FALSE,7,40,TriBeCa/Civic Center,819
FALSE,7,40,Times Sq/Theatre District,1844
FALSE,7,40,Lincoln Square East,2551
FALSE,7,40,Midtown Center,1420
FALSE,7,40,Hudson Sq,327
FALSE,7,40,Upper East Side North,3162
FALSE,7,40,Greenwich Village North,925
FALSE,7,40,West Village,1205
FALSE,7,40,East Harlem South,1322
FALSE,7,40,Lower East Side,345
FALSE,7,40,Union Sq,796
FALSE,7,40,Upper West Side South,1468
FALSE,7,40,Lincoln Square West,549
FALSE,7,40,Murray Hill,3006
FALSE,7,40,Midtown East,1439
FALSE,7,40,Manhattan Valley,650
FALSE,7,40,Central Harlem,1103
FALSE,7,40,SoHo,272
FALSE,7,40,Central Harlem North,563
FALSE,7,40,West Chelsea/Hudson Yards,452
FALSE,7,40,Hamilton Heights,316
FALSE,7,40,Little Italy/NoLiTa,266
FALSE,7,40,Greenwich Village South,383
FALSE,7,40,East Chelsea,872
FALSE,7,40,Sutton Place/Turtle Bay North,1691
FALSE,7,40,Clinton West,586
FALSE,7,40,Two Bridges/Seward Park,42
FALSE,7,40,Stuy Town/Peter Cooper Village,182
FALSE,7,40,Yorkville East,1003
FALSE,7,40,Kips Bay,732
FALSE,7,40,Clinton East,1513
FALSE,7,40,Morningside Heights,656
FALSE,7,40,Penn Station/Madison Sq West,3319
FALSE,7,40,World Trade Center,107
FALSE,7,40,Midtown South,1061
FALSE,7,40,Manhattanville,227
FALSE,7,40,Yorkville West,1155
FALSE,7,40,Lenox Hill West,2311
FALSE,7,40,Lenox Hill East,1463
FALSE,7,40,Washington Heights South,337
FALSE,7,40,Midtown North,652
FALSE,7,40,Upper West Side North,1469
FALSE,7,40,Washington Heights North,153
FALSE,7,40,Financial District North,444
FALSE,7,40,Inwood,60
FALSE,7,40,Alphabet City,160
FALSE,7,40,Battery Park City,722
FALSE,7,40,Bloomingdale,106
FALSE,7,40,Chinatown,14
FALSE,7,40,Financial District South,115
FALSE,7,40,Seaport,32
FALSE,7,40,Inwood Hill Park,6
FALSE,7,40,Roosevelt Island,1
FALSE,7,40,Central Park,12
FALSE,7,40,Battery Park,2
FALSE,7,40,Marble Hill,3
FALSE,7,40,Randalls Island,2
FALSE,7,40,Highbridge Park,0
FALSE,7,40,Governor's Island/Ellis Island/Liberty Island,0
FALSE,7,50,Gramercy,1889
FALSE,7,50,Upper East Side South,4353
FALSE,7,50,Flatiron,1733
FALSE,7,50,Meatpacking/West Village West,443
FALSE,7,50,UN/Turtle Bay South,1010
FALSE,7,50,East Village,841
FALSE,7,50,Garment District,1883
FALSE,7,50,East Harlem North,1006
FALSE,7,50,TriBeCa/Civic Center,912
FALSE,7,50,Times Sq/Theatre District,1945
FALSE,7,50,Lincoln Square East,2616
FALSE,7,50,Midtown Center,1593
FALSE,7,50,Hudson Sq,355
FALSE,7,50,Upper East Side North,3331
FALSE,7,50,Greenwich Village North,978
FALSE,7,50,West Village,1188
FALSE,7,50,East Harlem South,1379
FALSE,7,50,Lower East Side,353
FALSE,7,50,Union Sq,1050
FALSE,7,50,Upper West Side South,1266
FALSE,7,50,Lincoln Square West,576
FALSE,7,50,Murray Hill,2589
FALSE,7,50,Midtown East,1581
FALSE,7,50,Manhattan Valley,578
FALSE,7,50,Central Harlem,1073
FALSE,7,50,SoHo,237
FALSE,7,50,Central Harlem North,557
FALSE,7,50,West Chelsea/Hudson Yards,428
FALSE,7,50,Hamilton Heights,371
FALSE,7,50,Little Italy/NoLiTa,311
FALSE,7,50,Greenwich Village South,425
FALSE,7,50,East Chelsea,888
FALSE,7,50,Sutton Place/Turtle Bay North,1662
FALSE,7,50,Clinton West,545
FALSE,7,50,Two Bridges/Seward Park,38
FALSE,7,50,Stuy Town/Peter Cooper Village,164
FALSE,7,50,Yorkville East,825
FALSE,7,50,Kips Bay,892
FALSE,7,50,Clinton East,1413
FALSE,7,50,Morningside Heights,656
FALSE,7,50,Penn Station/Madison Sq West,2560
FALSE,7,50,World Trade Center,182
FALSE,7,50,Midtown South,1203
FALSE,7,50,Manhattanville,197
FALSE,7,50,Yorkville West,898
FALSE,7,50,Lenox Hill West,1938
FALSE,7,50,Lenox Hill East,1207
FALSE,7,50,Washington Heights South,310
FALSE,7,50,Midtown North,748
FALSE,7,50,Upper West Side North,1543
FALSE,7,50,Washington Heights North,139
FALSE,7,50,Financial District North,312
FALSE,7,50,Inwood,38
FALSE,7,50,Alphabet City,159
FALSE,7,50,Battery Park City,857
FALSE,7,50,Bloomingdale,167
FALSE,7,50,Chinatown,15
FALSE,7,50,Financial District South,114
FALSE,7,50,Seaport,33
FALSE,7,50,Inwood Hill Park,7
FALSE,7,50,Roosevelt Island,6
FALSE,7,50,Central Park,11
FALSE,7,50,Battery Park,5
FALSE,7,50,Marble Hill,20
FALSE,7,50,Randalls Island,1
FALSE,7,50,Highbridge Park,0
FALSE,7,50,Governor's Island/Ellis Island/Liberty Island,0
FALSE,8,0,Gramercy,1667
FALSE,8,0,Upper East Side South,4005
FALSE,8,0,Flatiron,1670
FALSE,8,0,Meatpacking/West Village West,462
FALSE,8,0,UN/Turtle Bay South,1053
FALSE,8,0,East Village,831
FALSE,8,0,Garment District,1945
FALSE,8,0,East Harlem North,948
FALSE,8,0,TriBeCa/Civic Center,988
FALSE,8,0,Times Sq/Theatre District,1822
FALSE,8,0,Lincoln Square East,2490
FALSE,8,0,Midtown Center,1795
FALSE,8,0,Hudson Sq,388
FALSE,8,0,Upper East Side North,3633
FALSE,8,0,Greenwich Village North,940
FALSE,8,0,West Village,1083
FALSE,8,0,East Harlem South,1230
FALSE,8,0,Lower East Side,333
FALSE,8,0,Union Sq,1015
FALSE,8,0,Upper West Side South,1305
FALSE,8,0,Lincoln Square West,588
FALSE,8,0,Murray Hill,2784
FALSE,8,0,Midtown East,1459
FALSE,8,0,Manhattan Valley,590
FALSE,8,0,Central Harlem,1000
FALSE,8,0,SoHo,279
FALSE,8,0,Central Harlem North,522
FALSE,8,0,West Chelsea/Hudson Yards,395
FALSE,8,0,Hamilton Heights,301
FALSE,8,0,Little Italy/NoLiTa,253
FALSE,8,0,Greenwich Village South,322
FALSE,8,0,East Chelsea,832
FALSE,8,0,Sutton Place/Turtle Bay North,1606
FALSE,8,0,Clinton West,579
FALSE,8,0,Two Bridges/Seward Park,31
FALSE,8,0,Stuy Town/Peter Cooper Village,179
FALSE,8,0,Yorkville East,1005
FALSE,8,0,Kips Bay,870
FALSE,8,0,Clinton East,1262
FALSE,8,0,Morningside Heights,737
